steps,words,feedback,ncands
3,"['arose', 'tread', 'great']","['YGXXY', 'YGGGX', 'GGGGG']","[11, 1, 1]"
3,"['arose', 'alarm', 'altar']","['GYXXX', 'GGYYX', 'GGGGG']","[7, 1, 1]"
4,"['arose', 'lindy', 'bully', 'pulpy']","['XXXXX', 'YXXXG', 'XGGYG', 'GGGGG']","[183, 5, 1, 1]"
4,"['arose', 'birch', 'blurb', 'blurt']","['XYXXX', 'GXYXX', 'GGGGY', 'GGGGG']","[33, 2, 1, 1]"
3,"['arose', 'boast', 'coast']","['YXYGX', 'XGGGG', 'GGGGG']","[4, 2, 2]"
4,"['arose', 'lindy', 'dummy', 'duchy']","['XXXXX', 'XXXYG', 'GGXXG', 'GGGGG']","[183, 4, 1, 1]"
4,"['arose', 'puton', 'brown', 'groin']","['XGGXX', 'XXXYG', 'XGGXG', 'GGGGG']","[38, 6, 1, 1]"
5,"['arose', 'lited', 'ripen', 'fiber', 'fixer']","['XYXXY', 'XGXGX', 'YGXGX', 'GGXGG', 'GGGGG']","[103, 11, 3, 1, 1]"
4,"['arose', 'puton', 'croup', 'group']","['XGGXX', 'YYXYX', 'XGGGG', 'GGGGG']","[38, 2, 1, 1]"
3,"['arose', 'forge', 'rogue']","['XYYXG', 'XGYYG', 'GGGGG']","[10, 1, 1]"
3,"['arose', 'linty', 'badly']","['YXXXX', 'YXXXG', 'GGGGG']","[148, 6, 6]"
3,"['arose', 'chapt', 'smart']","['YYXYX', 'XXGXG', 'GGGGG']","[21, 2, 2]"
3,"['arose', 'lindy', 'pithy']","['XXXXX', 'XGXXG', 'GGGGG']","[183, 11, 11]"
5,"['arose', 'linty', 'bawdy', 'caddy', 'gaudy']","['YXXXX', 'XXXXG', 'XGXGG', 'XGYGG', 'GGGGG']","[148, 12, 4, 1, 1]"
5,"['arose', 'lindy', 'blitz', 'chili', 'chill']","['XXXXX', 'YYXXX', 'XYGXX', 'GGGGY', 'GGGGG']","[183, 14, 3, 1, 1]"
3,"['arose', 'woven', 'heron']","['XYYXY', 'XYXYG', 'GGGGG']","[34, 1, 1]"
4,"['arose', 'canal', 'dogma', 'vodka']","['YXYXX', 'XYXYX', 'YGXXG', 'GGGGG']","[44, 3, 1, 1]"
4,"['arose', 'lited', 'ripen', 'finer']","['XYXXY', 'XGXGX', 'YGXGY', 'GGGGG']","[103, 11, 3, 3]"
4,"['arose', 'sieur', 'super', 'surer']","['XYXYY', 'GXYYG', 'GGXGG', 'GGGGG']","[24, 2, 1, 1]"
3,"['arose', 'vicar', 'radio']","['YYYXX', 'XYXYY', 'GGGGG']","[28, 2, 2]"
3,"['arose', 'forge', 'rouge']","['XYYXG', 'XGYGG', 'GGGGG']","[10, 1, 1]"
4,"['arose', 'lited', 'merry', 'perch']","['XYXXY', 'XXXYX', 'XGGYX', 'GGGGG']","[103, 12, 2, 2]"
4,"['arose', 'lited', 'entry', 'retch']","['XYXXY', 'XXGYX', 'YXGYX', 'GGGGG']","[103, 3, 1, 1]"
6,"['arose', 'prove', 'drone', 'broke', 'froze', 'wrote']","['XGGXG', 'XGGXG', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGGG']","[14, 6, 3, 2, 1, 1]"
3,"['arose', 'child', 'clock']","['XXGXX', 'GXXYX', 'GGGGG']","[39, 3, 3]"
4,"['arose', 'glint', 'lithe', 'tilde']","['XXXXG', 'XYYXY', 'YGYXG', 'GGGGG']","[79, 3, 1, 1]"
6,"['arose', 'score', 'shore', 'snore', 'spore', 'store']","['XYGYG', 'GXGGG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[6, 5, 4, 3, 2, 2]"
2,"['arose', 'prove']","['XGGXG', 'GGGGG']","[14, 14]"
3,"['arose', 'cundy', 'bring']","['XGXXX', 'XXYXX', 'GGGGG']","[37, 4, 4]"
2,"['arose', 'solve']","['XXYYG', 'GGGGG']","[1, 1]"
3,"['arose', 'ictal', 'cheat']","['YXXXY', 'XYYGX', 'GGGGG']","[78, 1, 1]"
4,"['arose', 'bumpy', 'creme', 'grime']","['XGXXG', 'XXYXX', 'XGYGG', 'GGGGG']","[24, 3, 1, 1]"
4,"['arose', 'lited', 'cleft', 'exult']","['XXXXY', 'YXYYX', 'XYYXG', 'GGGGG']","[120, 4, 1, 1]"
3,"['arose', 'sieur', 'usher']","['XYXYY', 'YXYYG', 'GGGGG']","[24, 1, 1]"
3,"['arose', 'ebony', 'epoch']","['XXGXY', 'GXGXX', 'GGGGG']","[4, 1, 1]"
3,"['arose', 'clint', 'triad']","['YGXXX', 'XXGXY', 'GGGGG']","[43, 1, 1]"
3,"['arose', 'tread', 'break']","['YGXXY', 'XGGGX', 'GGGGG']","[11, 5, 5]"
4,"['arose', 'punty', 'moron', 'rhino']","['XYYXX', 'XXYXX', 'XYYYY', 'GGGGG']","[49, 3, 1, 1]"
4,"['arose', 'hairy', 'circa', 'viral']","['YYXXX', 'XYYYX', 'XGGXY', 'GGGGG']","[55, 6, 1, 1]"
3,"['arose', 'guilt', 'conic']","['XXYXX', 'XXYXX', 'GGGGG']","[104, 6, 6]"
4,"['arose', 'cause', 'false', 'masse']","['YXXGG', 'XGXGG', 'XGXGG', 'GGGGG']","[10, 3, 1, 1]"
3,"['arose', 'scion', 'sonic']","['XXYYX', 'GYYYY', 'GGGGG']","[15, 1, 1]"
4,"['arose', 'linty', 'tidal', 'vital']","['YXXXX', 'YGXYX', 'YGXGG', 'GGGGG']","[148, 2, 1, 1]"
4,"['arose', 'grace', 'brace', 'trace']","['YGXXG', 'XGGGG', 'XGGGG', 'GGGGG']","[19, 2, 1, 1]"
3,"['arose', 'skint', 'using']","['XXXYX', 'YXGGX', 'GGGGG']","[79, 1, 1]"
4,"['arose', 'ictal', 'beach', 'peach']","['YXXXY', 'XYXYX', 'XGGGG', 'GGGGG']","[78, 4, 1, 1]"
4,"['arose', 'linty', 'macaw', 'champ']","['YXXXX', 'XXXXX', 'YYYYX', 'GGGGG']","[148, 11, 1, 1]"
3,"['arose', 'canal', 'baton']","['YXYXX', 'XGYYX', 'GGGGG']","[44, 2, 2]"
4,"['arose', 'grace', 'drake', 'brake']","['YGXXG', 'XGGXG', 'XGGGG', 'GGGGG']","[19, 7, 1, 1]"
4,"['arose', 'lindy', 'clump', 'pluck']","['XXXXX', 'YXXXX', 'YGGXY', 'GGGGG']","[183, 9, 1, 1]"
6,"['arose', 'grace', 'crane', 'crate', 'crave', 'craze']","['YGXXG', 'XGGYG', 'GGGXG', 'GGGXG', 'GGGXG', 'GGGGG']","[19, 4, 3, 2, 1, 1]"
3,"['arose', 'bumpy', 'gripe']","['XGXXG', 'XXXGX', 'GGGGG']","[24, 3, 3]"
4,"['arose', 'melty', 'ready', 'weary']","['YYXXY', 'XGXXG', 'YGGXG', 'GGGGG']","[60, 3, 1, 1]"
4,"['arose', 'lindy', 'pithy', 'picky']","['XXXXX', 'XGXXG', 'GGXXG', 'GGGGG']","[183, 11, 2, 2]"
4,"['arose', 'agile', 'abate', 'acute']","['GXXXG', 'GXXXG', 'GXYGG', 'GGGGG']","[18, 4, 1, 1]"
5,"['arose', 'lited', 'merry', 'berry', 'ferry']","['XYXXY', 'XXXYX', 'XGGGG', 'XGGGG', 'GGGGG']","[103, 12, 2, 1, 1]"
3,"['arose', 'aisle', 'aside']","['GXXYG', 'GYYXG', 'GGGGG']","[2, 1, 1]"
4,"['arose', 'hairy', 'rabid', 'tapir']","['YYXXX', 'XGYYX', 'YGXGX', 'GGGGG']","[55, 6, 1, 1]"
5,"['arose', 'puton', 'broth', 'droit', 'troll']","['XGGXX', 'XXYYX', 'XGGYX', 'XGGXY', 'GGGGG']","[38, 4, 2, 1, 1]"
3,"['arose', 'lindy', 'unify']","['XXXXX', 'XYYXG', 'GGGGG']","[183, 3, 3]"
3,"['arose', 'sieur', 'rebus']","['XYXYY', 'YXYGY', 'GGGGG']","[24, 1, 1]"
3,"['arose', 'ghost', 'boost']","['XXGGX', 'XXGGG', 'GGGGG']","[6, 1, 1]"
3,"['arose', 'crust', 'truss']","['XGXGX', 'XGGGY', 'GGGGG']","[11, 1, 1]"
3,"['arose', 'plink', 'siege']","['XXXYG', 'XXYXX', 'GGGGG']","[24, 3, 3]"
3,"['arose', 'lited', 'tiger']","['XYXXY', 'XGYGX', 'GGGGG']","[103, 3, 3]"
3,"['arose', 'linty', 'banal']","['YXXXX', 'YXGXX', 'GGGGG']","[148, 2, 2]"
4,"['arose', 'skint', 'shyly', 'slump']","['XXXYX', 'GXXXX', 'GXXYX', 'GGGGG']","[79, 4, 1, 1]"
3,"['arose', 'clint', 'crank']","['YGXXX', 'GXXGX', 'GGGGG']","[43, 1, 1]"
3,"['arose', 'forge', 'gorge']","['XYYXG', 'XGGGG', 'GGGGG']","[10, 1, 1]"
5,"['arose', 'lited', 'merry', 'every', 'query']","['XYXXY', 'XXXYX', 'XYYGG', 'YXGGG', 'GGGGG']","[103, 12, 2, 1, 1]"
3,"['arose', 'cundy', 'drink']","['XGXXX', 'XXYYX', 'GGGGG']","[37, 2, 2]"
3,"['arose', 'vicar', 'favor']","['YYYXX', 'YXXYG', 'GGGGG']","[28, 1, 1]"
3,"['arose', 'abled', 'abbey']","['GXXXY', 'GGXGX', 'GGGGG']","[11, 1, 1]"
3,"['arose', 'linty', 'tangy']","['YXXXX', 'XXGYG', 'GGGGG']","[148, 1, 1]"
4,"['arose', 'linty', 'mania', 'panic']","['YXXXX', 'XYGXX', 'XGGGY', 'GGGGG']","[148, 3, 1, 1]"
2,"['arose', 'solar']","['YYYYX', 'GGGGG']","[3, 3]"
3,"['arose', 'scree', 'shire']","['XYXYG', 'GXYYG', 'GGGGG']","[6, 2, 2]"
4,"['arose', 'puton', 'prowl', 'proxy']","['XGGXX', 'GXXYX', 'GGGXX', 'GGGGG']","[38, 2, 1, 1]"
4,"['arose', 'guilt', 'joint', 'point']","['XXYXX', 'XXGXG', 'XGGGG', 'GGGGG']","[104, 3, 1, 1]"
3,"['arose', 'punty', 'robot']","['XYYXX', 'XXXYX', 'GGGGG']","[49, 6, 6]"
4,"['arose', 'cundy', 'brick', 'prick']","['XGXXX', 'YXXXX', 'XGGGG', 'GGGGG']","[37, 3, 2, 2]"
4,"['arose', 'glint', 'mince', 'wince']","['XXXXG', 'XXYYX', 'XGGGG', 'GGGGG']","[79, 4, 1, 1]"
4,"['arose', 'cundy', 'crick', 'crimp']","['XGXXX', 'GXXXX', 'GGGYX', 'GGGGG']","[37, 2, 1, 1]"
3,"['arose', 'child', 'knoll']","['XXGXX', 'XXXGX', 'GGGGG']","[39, 2, 2]"
3,"['arose', 'chapt', 'sugar']","['YYXYX', 'XXYXX', 'GGGGG']","[21, 1, 1]"
