steps,words,feedback,ncands
4,"['nares', 'toile', 'fluke', 'flume']","['XXXYX', 'XXXYG', 'GGGXG', 'GGGGG']","[140, 7, 1, 1]"
3,"['nares', 'copal', 'offal']","['XYXXX', 'XYXGG', 'GGGGG']","[94, 1, 1]"
2,"['nares', 'agree']","['XYGGX', 'GGGGG']","[1, 1]"
3,"['nares', 'podgy', 'error']","['XXGYX', 'XYXXX', 'GGGGG']","[24, 1, 1]"
4,"['nares', 'moist', 'shirk', 'swirl']","['XXYXY', 'XXGYX', 'GXGGX', 'GGGGG']","[30, 2, 1, 1]"
3,"['nares', 'crate', 'argue']","['XYYYX', 'XGYXG', 'GGGGG']","[63, 1, 1]"
4,"['nares', 'metol', 'bleep', 'bleed']","['XXXGX', 'XYXXY', 'GGGGX', 'GGGGG']","[49, 4, 1, 1]"
3,"['nares', 'dealt', 'delta']","['XYXYX', 'GGYYY', 'GGGGG']","[90, 1, 1]"
4,"['nares', 'doily', 'click', 'flick']","['XXXXX', 'XXGYX', 'YGGGG', 'GGGGG']","[219, 6, 1, 1]"
3,"['nares', 'metol', 'totem']","['XXXGX', 'YYGYX', 'GGGGG']","[49, 1, 1]"
4,"['nares', 'doilt', 'mower', 'wooer']","['XXYGX', 'XGXXX', 'XGYGG', 'GGGGG']","[96, 15, 1, 1]"
3,"['nares', 'thong', 'front']","['YXYXX', 'YXGGX', 'GGGGG']","[35, 1, 1]"
4,"['nares', 'burst', 'scrub', 'shrub']","['XXGXY', 'YYGYX', 'GXGGG', 'GGGGG']","[14, 2, 1, 1]"
3,"['nares', 'party', 'parry']","['XGGXX', 'GGGXG', 'GGGGG']","[17, 1, 1]"
3,"['nares', 'toile', 'biome']","['XXXYX', 'XYYXG', 'GGGGG']","[140, 2, 2]"
4,"['nares', 'cagey', 'label', 'lapel']","['XGXGX', 'XGXGX', 'GGXGG', 'GGGGG']","[13, 4, 1, 1]"
4,"['nares', 'trash', 'smart', 'start']","['XYYXY', 'YYGYX', 'GXGGG', 'GGGGG']","[19, 4, 1, 1]"
3,"['nares', 'doilt', 'greet']","['XXYGX', 'XXXXG', 'GGGGG']","[96, 1, 1]"
3,"['nares', 'diner', 'goner']","['YXYGX', 'XXGGG', 'GGGGG']","[15, 2, 2]"
3,"['nares', 'metol', 'golem']","['XXXGX', 'YYXYY', 'GGGGG']","[49, 1, 1]"
3,"['nares', 'sloth', 'lusty']","['XXXXY', 'YYXGX', 'GGGGG']","[115, 1, 1]"
5,"['nares', 'doily', 'lobby', 'lofty', 'loopy']","['XXXXX', 'XGXYG', 'GGXXG', 'GGXXG', 'GGGGG']","[219, 3, 2, 1, 1]"
3,"['nares', 'thong', 'round']","['YXYXX', 'XXYGX', 'GGGGG']","[35, 1, 1]"
4,"['nares', 'copal', 'admit', 'audit']","['XYXXX', 'XXXYX', 'GYXGG', 'GGGGG']","[94, 8, 1, 1]"
4,"['nares', 'yonic', 'dying', 'lying']","['YXXXX', 'YXYYX', 'XGGGG', 'GGGGG']","[99, 7, 3, 3]"
3,"['nares', 'dicty', 'gamma']","['XGXXX', 'XXXXX', 'GGGGG']","[71, 7, 7]"
3,"['nares', 'roily', 'labor']","['XGYXX', 'YYXYX', 'GGGGG']","[23, 2, 2]"
3,"['nares', 'sleet', 'islet']","['XXXGY', 'YYYGG', 'GGGGG']","[18, 1, 1]"
4,"['nares', 'doily', 'fifth', 'civic']","['XXXXX', 'XXYXX', 'XGXXX', 'GGGGG']","[219, 12, 2, 2]"
3,"['nares', 'podgy', 'forge']","['XXGYX', 'XGXGX', 'GGGGG']","[24, 2, 2]"
2,"['nares', 'corny']","['YXGXX', 'GGGGG']","[4, 4]"
3,"['nares', 'doily', 'moult']","['XXXXX', 'XGXGX', 'GGGGG']","[219, 1, 1]"
3,"['nares', 'tulsi', 'basic']","['XGXXY', 'XXXYY', 'GGGGG']","[24, 1, 1]"
3,"['nares', 'tulsi', 'salad']","['XGXXY', 'XXGYX', 'GGGGG']","[24, 3, 3]"
4,"['nares', 'dealt', 'abate', 'agate']","['XYXYX', 'XYGXY', 'GXGGG', 'GGGGG']","[90, 3, 1, 1]"
3,"['nares', 'sloth', 'spicy']","['XXXXY', 'GXXXX', 'GGGGG']","[115, 6, 6]"
3,"['nares', 'scrap', 'spray']","['XYGXY', 'GXGGY', 'GGGGG']","[6, 1, 1]"
4,"['nares', 'shakt', 'abuse', 'essay']","['XYXYY', 'YXYXX', 'YXXYY', 'GGGGG']","[42, 5, 1, 1]"
3,"['nares', 'dicot', 'fjord']","['XXYXX', 'YXXYX', 'GGGGG']","[93, 5, 5]"
4,"['nares', 'shine', 'scent', 'spend']","['YXXYY', 'GXXGY', 'GXGGX', 'GGGGG']","[19, 3, 1, 1]"
3,"['nares', 'dealt', 'kebab']","['XYXYX', 'XGYXX', 'GGGGG']","[90, 2, 2]"
4,"['nares', 'doily', 'build', 'guild']","['XXXXX', 'YXGGX', 'XGGGG', 'GGGGG']","[219, 3, 1, 1]"
3,"['nares', 'copal', 'aback']","['XYXXX', 'YXXYX', 'GGGGG']","[94, 4, 4]"
3,"['nares', 'dicot', 'motor']","['XXYXX', 'XXXGY', 'GGGGG']","[93, 5, 5]"
3,"['nares', 'knelt', 'alone']","['YYXYX', 'XYYYX', 'GGGGG']","[24, 3, 3]"
5,"['nares', 'dicty', 'caput', 'batch', 'hatch']","['XGXXX', 'XXYYX', 'YGXXY', 'XGGGG', 'GGGGG']","[71, 8, 5, 4, 4]"
4,"['nares', 'doilt', 'buyer', 'hyper']","['XXYGX', 'XXXXX', 'XXYGG', 'GGGGG']","[96, 14, 1, 1]"
4,"['nares', 'doily', 'butch', 'thumb']","['XXXXX', 'XXXXX', 'YYYXY', 'GGGGG']","[219, 7, 1, 1]"
3,"['nares', 'dicot', 'dowry']","['XXYXX', 'GXXYX', 'GGGGG']","[93, 2, 2]"
4,"['nares', 'doily', 'gumbo', 'ought']","['XXXXX', 'XYXXX', 'YGXXY', 'GGGGG']","[219, 9, 1, 1]"
3,"['nares', 'toile', 'belch']","['XXXYX', 'XXXYY', 'GGGGG']","[140, 6, 6]"
3,"['nares', 'doily', 'dutch']","['XXXXX', 'GXXXX', 'GGGGG']","[219, 1, 1]"
4,"['nares', 'doily', 'igloo', 'pilot']","['XXXXX', 'XYYYX', 'YXGGY', 'GGGGG']","[219, 3, 1, 1]"
4,"['nares', 'metol', 'duvet', 'tweed']","['XXXGX', 'XYYXX', 'YXXGY', 'GGGGG']","[49, 5, 1, 1]"
3,"['nares', 'metol', 'comet']","['XXXGX', 'YYYYX', 'GGGGG']","[49, 1, 1]"
6,"['nares', 'typic', 'daunt', 'gaunt', 'haunt', 'jaunt']","['YGXXX', 'YXXXX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[37, 6, 4, 3, 2, 2]"
3,"['nares', 'knelt', 'enema']","['YYXYX', 'XGGXX', 'GGGGG']","[24, 1, 1]"
3,"['nares', 'sleet', 'steed']","['XXXGY', 'GXGGY', 'GGGGG']","[18, 2, 2]"
2,"['nares', 'abyss']","['XYXXG', 'GGGGG']","[6, 6]"
3,"['nares', 'dicot', 'growl']","['XXYXX', 'XXXYX', 'GGGGG']","[93, 8, 8]"
3,"['nares', 'yonic', 'fling']","['YXXXX', 'XXYYX', 'GGGGG']","[99, 8, 8]"
3,"['nares', 'vodun', 'dozen']","['YXXGX', 'XGYXG', 'GGGGG']","[28, 1, 1]"
5,"['nares', 'doily', 'booty', 'booby', 'boozy']","['XXXXX', 'XGXXG', 'GGGXG', 'GGGYG', 'GGGGG']","[219, 11, 2, 1, 1]"
4,"['nares', 'tride', 'crude', 'erode']","['XXYYX', 'XGXGG', 'XGXGG', 'GGGGG']","[75, 3, 1, 1]"
5,"['nares', 'yourt', 'morph', 'forgo', 'world']","['XXGXX', 'XGXYX', 'XGGXX', 'XGGXY', 'GGGGG']","[36, 4, 2, 1, 1]"
3,"['nares', 'toile', 'gouge']","['XXXYX', 'XGXXG', 'GGGGG']","[140, 5, 5]"
3,"['nares', 'doily', 'click']","['XXXXX', 'XXGYX', 'GGGGG']","[219, 6, 6]"
3,"['nares', 'droit', 'briar']","['XYYXX', 'XGXYX', 'GGGGG']","[71, 2, 2]"
3,"['nares', 'crate', 'great']","['XYYYX', 'XGYYY', 'GGGGG']","[63, 3, 3]"
3,"['nares', 'droit', 'altar']","['XYYXX', 'XYXXY', 'GGGGG']","[71, 2, 2]"
4,"['nares', 'doily', 'bulky', 'pulpy']","['XXXXX', 'XXXYG', 'XGGXG', 'GGGGG']","[219, 4, 1, 1]"
3,"['nares', 'dicot', 'blurt']","['XXYXX', 'XXXXG', 'GGGGG']","[93, 1, 1]"
4,"['nares', 'smalt', 'boast', 'coast']","['XYXXY', 'YXGXG', 'XGGGG', 'GGGGG']","[53, 3, 2, 2]"
4,"['nares', 'doily', 'dummy', 'duchy']","['XXXXX', 'GXXXG', 'GGXXG', 'GGGGG']","[219, 3, 1, 1]"
3,"['nares', 'thong', 'groin']","['YXYXX', 'XXGYY', 'GGGGG']","[35, 2, 2]"
5,"['nares', 'doilt', 'viper', 'fiber', 'fixer']","['XXYGX', 'XXYXX', 'XGXGG', 'GGXGG', 'GGGGG']","[96, 7, 2, 1, 1]"
4,"['nares', 'dicot', 'growl', 'group']","['XXYXX', 'XXXYX', 'GGGXX', 'GGGGG']","[93, 8, 1, 1]"
4,"['nares', 'tride', 'chore', 'rogue']","['XXYYX', 'XYXXG', 'XXYYG', 'GGGGG']","[75, 7, 2, 2]"
3,"['nares', 'dicty', 'badly']","['XGXXX', 'YXXXG', 'GGGGG']","[71, 5, 5]"
3,"['nares', 'trash', 'smart']","['XYYXY', 'YYGYX', 'GGGGG']","[19, 4, 4]"
3,"['nares', 'doily', 'pithy']","['XXXXX', 'XXYXG', 'GGGGG']","[219, 12, 12]"
4,"['nares', 'dicty', 'badly', 'gaudy']","['XGXXX', 'YXXXG', 'XGYXG', 'GGGGG']","[71, 5, 1, 1]"
5,"['nares', 'doily', 'built', 'chili', 'chill']","['XXXXX', 'XXGGX', 'XXGGX', 'GGGGY', 'GGGGG']","[219, 6, 2, 1, 1]"
3,"['nares', 'borne', 'heron']","['YXGYX', 'XYGYY', 'GGGGG']","[3, 1, 1]"
4,"['nares', 'copal', 'dogma', 'vodka']","['XYXXX', 'XGXYX', 'YGXXG', 'GGGGG']","[94, 3, 1, 1]"
3,"['nares', 'diner', 'finer']","['YXYGX', 'XGGGG', 'GGGGG']","[15, 3, 3]"
4,"['nares', 'scree', 'shrew', 'surer']","['XXGGY', 'GXGGY', 'GXGGX', 'GGGGG']","[5, 2, 1, 1]"
3,"['nares', 'roily', 'radio']","['XGYXX', 'GYYXX', 'GGGGG']","[23, 2, 2]"
5,"['nares', 'tride', 'chore', 'rogue', 'rouge']","['XXYYX', 'XYXXG', 'XXYYG', 'GGYYG', 'GGGGG']","[75, 7, 2, 1, 1]"
3,"['nares', 'podgy', 'perch']","['XXGYX', 'GXXXX', 'GGGGG']","[24, 2, 2]"
4,"['nares', 'tride', 'metro', 'retch']","['XXYYX', 'YYXXY', 'XGGYX', 'GGGGG']","[75, 8, 1, 1]"
4,"['nares', 'tride', 'brute', 'wrote']","['XXYYX', 'YGXXG', 'XGXGG', 'GGGGG']","[75, 2, 1, 1]"
4,"['nares', 'doily', 'block', 'clock']","['XXXXX', 'XYXYX', 'XGGGG', 'GGGGG']","[219, 9, 2, 2]"
3,"['nares', 'toile', 'tilde']","['XXXYX', 'GXYYG', 'GGGGG']","[140, 1, 1]"
5,"['nares', 'prose', 'score', 'shore', 'store']","['XXYYY', 'XYGYG', 'GXGGG', 'GXGGG', 'GGGGG']","[14, 4, 3, 2, 2]"
5,"['nares', 'tride', 'grope', 'probe', 'prove']","['XXYYX', 'XGXXG', 'XGGYG', 'GGGXG', 'GGGGG']","[75, 8, 2, 1, 1]"
3,"['nares', 'thong', 'bring']","['YXYXX', 'XXXGG', 'GGGGG']","[35, 3, 3]"
4,"['nares', 'poult', 'loose', 'solve']","['XXXYY', 'XGXYX', 'YGYYG', 'GGGGG']","[68, 2, 1, 1]"
3,"['nares', 'dealt', 'cheat']","['XYXYX', 'XYYXG', 'GGGGG']","[90, 2, 2]"
5,"['nares', 'tride', 'price', 'bribe', 'grime']","['XXYYX', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGGG']","[75, 7, 2, 1, 1]"
4,"['nares', 'toile', 'dwelt', 'exult']","['XXXYX', 'YXXGY', 'XXYGG', 'GGGGG']","[140, 2, 1, 1]"
4,"['nares', 'sower', 'ester', 'usher']","['XXYGY', 'YXXGG', 'YGXGG', 'GGGGG']","[16, 4, 1, 1]"
4,"['nares', 'toile', 'decoy', 'epoch']","['XXXYX', 'XYXXY', 'XYYYX', 'GGGGG']","[140, 4, 1, 1]"
3,"['nares', 'droit', 'triad']","['XYYXX', 'YGXYY', 'GGGGG']","[71, 1, 1]"
4,"['nares', 'crate', 'bread', 'break']","['XYYYX', 'XGYXY', 'GGGGX', 'GGGGG']","[63, 6, 1, 1]"
3,"['nares', 'thong', 'rhino']","['YXYXX', 'XGYGX', 'GGGGG']","[35, 1, 1]"
4,"['nares', 'moral', 'rural', 'viral']","['XYGXX', 'XXGGG', 'YXGGG', 'GGGGG']","[12, 2, 1, 1]"
3,"['nares', 'yonic', 'conic']","['YXXXX', 'XGGGG', 'GGGGG']","[99, 3, 3]"
3,"['nares', 'caste', 'masse']","['XGXYY', 'XGGXG', 'GGGGG']","[14, 1, 1]"
4,"['nares', 'pluot', 'shown', 'sonic']","['YXXXY', 'XXXYX', 'GXYXY', 'GGGGG']","[35, 3, 1, 1]"
4,"['nares', 'copal', 'tidal', 'vital']","['XYXXX', 'XXXGG', 'YGXGG', 'GGGGG']","[94, 4, 1, 1]"
3,"['nares', 'crate', 'trace']","['XYYYX', 'YGGYG', 'GGGGG']","[63, 1, 1]"
4,"['nares', 'pluot', 'suing', 'using']","['YXXXY', 'XXYXX', 'YYGGG', 'GGGGG']","[35, 3, 1, 1]"
4,"['nares', 'dealt', 'beach', 'peach']","['XYXYX', 'XGGXX', 'XGGGG', 'GGGGG']","[90, 6, 1, 1]"
3,"['nares', 'copal', 'champ']","['XYXXX', 'GXYYX', 'GGGGG']","[94, 1, 1]"
4,"['nares', 'typic', 'daunt', 'baton']","['YGXXX', 'YXXXX', 'XGXYY', 'GGGGG']","[37, 6, 1, 1]"
4,"['nares', 'crate', 'grade', 'brake']","['XYYYX', 'XGGXG', 'XGGXG', 'GGGGG']","[63, 9, 3, 3]"
4,"['nares', 'doily', 'clump', 'pluck']","['XXXXX', 'XXXYX', 'YGGXY', 'GGGGG']","[219, 9, 1, 1]"
4,"['nares', 'crate', 'crave', 'craze']","['XYYYX', 'GGGXG', 'GGGXG', 'GGGGG']","[63, 2, 1, 1]"
4,"['nares', 'tride', 'price', 'gripe']","['XXYYX', 'XGGXG', 'YGGXG', 'GGGGG']","[75, 7, 1, 1]"
4,"['nares', 'crate', 'ready', 'weary']","['XYYYX', 'XYGXY', 'YGGXG', 'GGGGG']","[63, 7, 1, 1]"
4,"['nares', 'doily', 'pithy', 'picky']","['XXXXX', 'XXYXG', 'GGXXG', 'GGGGG']","[219, 12, 2, 2]"
3,"['nares', 'dealt', 'acute']","['XYXYX', 'XYYXY', 'GGGGG']","[90, 3, 3]"
4,"['nares', 'podgy', 'berry', 'ferry']","['XXGYX', 'XXXXG', 'XGGGG', 'GGGGG']","[24, 5, 2, 2]"
5,"['nares', 'shakt', 'abuse', 'aisle', 'aside']","['XYXYY', 'YXYXX', 'GXXYG', 'GYYXG', 'GGGGG']","[42, 5, 2, 1, 1]"
3,"['nares', 'roily', 'tapir']","['XGYXX', 'YXYXX', 'GGGGG']","[23, 1, 1]"
4,"['nares', 'dicot', 'broth', 'troll']","['XXYXX', 'XXXYY', 'XGGYX', 'GGGGG']","[93, 3, 1, 1]"
4,"['nares', 'yonic', 'dying', 'unify']","['YXXXX', 'YXYYX', 'XYGYX', 'GGGGG']","[99, 7, 2, 2]"
3,"['nares', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
3,"['nares', 'sloth', 'boost']","['XXXXY', 'YXGYX', 'GGGGG']","[115, 1, 1]"
3,"['nares', 'cross', 'truss']","['XXYXG', 'XGXGG', 'GGGGG']","[4, 1, 1]"
4,"['nares', 'poult', 'geese', 'siege']","['XXXYY', 'XXXXX', 'YYGYG', 'GGGGG']","[68, 6, 1, 1]"
3,"['nares', 'doilt', 'tiger']","['XXYGX', 'XXYXY', 'GGGGG']","[96, 2, 2]"
4,"['nares', 'typic', 'banjo', 'banal']","['YGXXX', 'XXXXX', 'GGGXX', 'GGGGG']","[37, 6, 1, 1]"
4,"['nares', 'sloth', 'slimy', 'slump']","['XXXXY', 'GGXXX', 'GGXGX', 'GGGGG']","[115, 4, 1, 1]"
3,"['nares', 'dwang', 'crank']","['YYYXX', 'XXGGX', 'GGGGG']","[21, 3, 3]"
4,"['nares', 'podgy', 'forge', 'gorge']","['XXGYX', 'XGXGX', 'XGGGG', 'GGGGG']","[24, 2, 1, 1]"
4,"['nares', 'tride', 'lemur', 'query']","['XXYYX', 'XYXXY', 'XYXYY', 'GGGGG']","[75, 8, 1, 1]"
4,"['nares', 'thong', 'brink', 'drink']","['YXYXX', 'XXXGX', 'XGGGG', 'GGGGG']","[35, 4, 1, 1]"
3,"['nares', 'roily', 'favor']","['XGYXX', 'YYXXX', 'GGGGG']","[23, 4, 4]"
2,"['nares', 'abbey']","['XYXGX', 'GGGGG']","[3, 3]"
3,"['nares', 'typic', 'tangy']","['YGXXX', 'GYXXX', 'GGGGG']","[37, 2, 2]"
3,"['nares', 'typic', 'panic']","['YGXXX', 'XXYGG', 'GGGGG']","[37, 1, 1]"
3,"['nares', 'trash', 'solar']","['XYYXY', 'XYYYX', 'GGGGG']","[19, 2, 2]"
3,"['nares', 'prose', 'shire']","['XXYYY', 'XYXYG', 'GGGGG']","[14, 1, 1]"
4,"['nares', 'dicot', 'growl', 'proxy']","['XXYXX', 'XXXYX', 'XGGXX', 'GGGGG']","[93, 8, 1, 1]"
5,"['nares', 'yonic', 'doing', 'joint', 'point']","['YXXXX', 'XGYYX', 'XGGGX', 'XGGGG', 'GGGGG']","[99, 4, 2, 1, 1]"
3,"['nares', 'dicot', 'robot']","['XXYXX', 'XXXGG', 'GGGGG']","[93, 1, 1]"
4,"['nares', 'dicot', 'chirp', 'prick']","['XXYXX', 'XYYXX', 'YXGYY', 'GGGGG']","[93, 5, 1, 1]"
4,"['nares', 'incog', 'mince', 'wince']","['YXXYX', 'YYYXX', 'XGGGG', 'GGGGG']","[55, 2, 1, 1]"
4,"['nares', 'dicot', 'chirp', 'crimp']","['XXYXX', 'XYYXX', 'GXGYG', 'GGGGG']","[93, 5, 1, 1]"
4,"['nares', 'yonic', 'blond', 'knoll']","['YXXXX', 'XYYXX', 'XYGYX', 'GGGGG']","[99, 6, 1, 1]"
